Data; nombre client; nb generation; taille population; taux mutation; fin cout; cout dep; temps
A4406; 44; 1000; 100; 0.05;2328;2531.546723107457;3.605413409
A4406; 44; 1000; 100; 0.1;2406;2531.546723107457;3.668088896
A4406; 44; 1000; 100; 0.15000000000000002;2398;2531.546723107457;3.508385652
A4406; 44; 1000; 100; 0.2;2304;2531.546723107457;3.319169645
A4406; 44; 1000; 100; 0.05;2319;2531.546723107457;3.613541157
A4406; 44; 1000; 100; 0.1;2571;2531.546723107457;3.594108126
A4406; 44; 1000; 100; 0.15000000000000002;2228;2531.546723107457;3.434602017
A4406; 44; 1000; 100; 0.2;2337;2531.546723107457;3.389543056
A4406; 44; 1000; 100; 0.05;2459;2531.546723107457;3.479586101
A4406; 44; 1000; 100; 0.1;2384;2531.546723107457;3.34483177
A4406; 44; 1000; 100; 0.15000000000000002;2340;2531.546723107457;3.484456958
A4406; 44; 1000; 100; 0.2;2248;2531.546723107457;3.379250075
A4406; 44; 1000; 100; 0.05;2085;2531.546723107457;3.235287624
A4406; 44; 1000; 100; 0.1;2243;2531.546723107457;3.366330925
A4406; 44; 1000; 100; 0.15000000000000002;2443;2531.546723107457;3.567583998
A4406; 44; 1000; 100; 0.2;2537;2531.546723107457;3.459423673
A4406; 44; 1000; 100; 0.05;2399;2531.546723107457;3.433798089
A4406; 44; 1000; 100; 0.1;2604;2531.546723107457;3.448887672
A4406; 44; 1000; 100; 0.15000000000000002;2505;2531.546723107457;3.463451148
A4406; 44; 1000; 100; 0.2;2379;2531.546723107457;3.646287267
A4406; 44; 1000; 100; 0.05;2088;2531.546723107457;3.392789896
A4406; 44; 1000; 100; 0.1;2321;2531.546723107457;3.272008268
A4406; 44; 1000; 100; 0.15000000000000002;2117;2531.546723107457;3.312391771
A4406; 44; 1000; 100; 0.2;2467;2531.546723107457;3.326803307
A4406; 44; 1000; 100; 0.05;2501;2531.546723107457;3.439344271
A4406; 44; 1000; 100; 0.1;2369;2531.546723107457;3.348413438
A4406; 44; 1000; 100; 0.15000000000000002;2201;2531.546723107457;3.270159926
A4406; 44; 1000; 100; 0.2;2310;2531.546723107457;3.29053032
A4406; 44; 1000; 100; 0.05;2292;2531.546723107457;3.564781523
A4406; 44; 1000; 100; 0.1;2349;2531.546723107457;3.530848962
A4406; 44; 1000; 100; 0.15000000000000002;2403;2531.546723107457;3.394991001
A4406; 44; 1000; 100; 0.2;2335;2531.546723107457;3.461513888
A4406; 44; 1000; 100; 0.05;2308;2531.546723107457;3.239146496
A4406; 44; 1000; 100; 0.1;2041;2531.546723107457;3.40772737
A4406; 44; 1000; 100; 0.15000000000000002;2315;2531.546723107457;3.484643508
A4406; 44; 1000; 100; 0.2;2595;2531.546723107457;3.580849947
A4406; 44; 1000; 100; 0.05;2610;2531.546723107457;3.594854256
A4406; 44; 1000; 100; 0.1;2419;2531.546723107457;3.457133044
A4406; 44; 1000; 100; 0.15000000000000002;2241;2531.546723107457;3.299956873
A4406; 44; 1000; 100; 0.2;2397;2531.546723107457;3.321011629

