Data; nombre client; nb generation; taille population; taux mutation; fin cout; cout dep; temps
A3705; 37; 10000; 100; 0.15;1832;2143;36.234354555
A3705; 37; 10000; 100; 0.15;1886;2143;34.717936495
A3705; 37; 10000; 100; 0.15;1744;2143;27.054255022
A3705; 37; 10000; 100; 0.15;1856;2143;28.067313381
A3705; 37; 10000; 100; 0.15;1803;2143;30.187902167
A3705; 37; 10000; 100; 0.15;1722;2143;27.217627978
A3705; 37; 10000; 100; 0.15;1798;2143;27.360907361
A3705; 37; 10000; 100; 0.15;1729;2143;25.659370047
A3705; 37; 10000; 100; 0.15;1886;2143;26.627900577
A3705; 37; 10000; 100; 0.15;1686;2143;26.363547259

