Data; nombre client; nb generation; taille population; taux mutation; fin cout; cout dep; temps
A6509; 65; 3; 100; 0.1;2742;4218.404455043727;0.044344135
A6509; 65; 3; 120; 0.1;2750;4218.404455043727;0.052063874
A6509; 65; 3; 140; 0.1;2916;4218.404455043727;0.067921774
A6509; 65; 3; 160; 0.1;2674;4218.404455043727;0.07392176
A6509; 65; 3; 180; 0.1;2790;4218.404455043727;0.104493808
A6509; 65; 3; 200; 0.1;2540;4218.404455043727;0.0984977
A6509; 65; 4; 20; 0.1;3071;4218.404455043727;0.009903006
A6509; 65; 4; 40; 0.1;2883;4218.404455043727;0.018796075
A6509; 65; 4; 60; 0.1;2984;4218.404455043727;0.030433865
A6509; 65; 4; 80; 0.1;2865;4218.404455043727;0.041680384
A6509; 65; 4; 100; 0.1;2798;4218.404455043727;0.053975627
A6509; 65; 4; 120; 0.1;2897;4218.404455043727;0.069322499
A6509; 65; 4; 140; 0.1;2705;4218.404455043727;0.078211204
A6509; 65; 4; 160; 0.1;2778;4218.404455043727;0.092418685
A6509; 65; 4; 180; 0.1;2689;4218.404455043727;0.106731863
A6509; 65; 4; 200; 0.1;2751;4218.404455043727;0.135837732
A6509; 65; 5; 20; 0.1;2883;4218.404455043727;0.011867123
A6509; 65; 5; 40; 0.1;2989;4218.404455043727;0.023603336
A6509; 65; 5; 60; 0.1;2619;4218.404455043727;0.036574942
A6509; 65; 5; 80; 0.1;2721;4218.404455043727;0.049075274
A6509; 65; 5; 100; 0.1;2554;4218.404455043727;0.062612696
A6509; 65; 5; 120; 0.1;2769;4218.404455043727;0.082777011
A6509; 65; 5; 140; 0.1;2802;4218.404455043727;0.096809462
A6509; 65; 5; 160; 0.1;2761;4218.404455043727;0.108592222
A6509; 65; 5; 180; 0.1;2954;4218.404455043727;0.144836983
A6509; 65; 5; 200; 0.1;2641;4218.404455043727;0.146345343
A6509; 65; 6; 20; 0.1;2759;4218.404455043727;0.013703724
A6509; 65; 6; 40; 0.1;2988;4218.404455043727;0.027327449
A6509; 65; 6; 60; 0.1;2866;4218.404455043727;0.0411359
A6509; 65; 6; 80; 0.1;2721;4218.404455043727;0.0587601
A6509; 65; 6; 100; 0.1;2696;4218.404455043727;0.073482974
A6509; 65; 6; 120; 0.1;2863;4218.404455043727;0.087655545
A6509; 65; 6; 140; 0.1;2903;4218.404455043727;0.107357316
A6509; 65; 6; 160; 0.1;2891;4218.404455043727;0.131071682
A6509; 65; 6; 180; 0.1;2840;4218.404455043727;0.164716207
A6509; 65; 6; 200; 0.1;2830;4218.404455043727;0.187689726
A6509; 65; 7; 20; 0.1;3087;4218.404455043727;0.015647477
A6509; 65; 7; 40; 0.1;3084;4218.404455043727;0.03146853
A6509; 65; 7; 60; 0.1;3018;4218.404455043727;0.047715278
A6509; 65; 7; 80; 0.1;2933;4218.404455043727;0.064463359
A6509; 65; 7; 100; 0.1;2825;4218.404455043727;0.086453123
A6509; 65; 7; 120; 0.1;2663;4218.404455043727;0.101728238
A6509; 65; 7; 140; 0.1;2780;4218.404455043727;0.123848912
A6509; 65; 7; 160; 0.1;2854;4218.404455043727;0.147147765
A6509; 65; 7; 180; 0.1;2548;4218.404455043727;0.18242283
A6509; 65; 7; 200; 0.1;2894;4218.404455043727;0.196970189
A6509; 65; 8; 20; 0.1;3314;4218.404455043727;0.017899108
A6509; 65; 8; 40; 0.1;2722;4218.404455043727;0.033898099
A6509; 65; 8; 60; 0.1;2911;4218.404455043727;0.05367987
A6509; 65; 8; 80; 0.1;2742;4218.404455043727;0.072042008
A6509; 65; 8; 100; 0.1;2851;4218.404455043727;0.100566059
A6509; 65; 8; 120; 0.1;2828;4218.404455043727;0.1173602
A6509; 65; 8; 140; 0.1;2937;4218.404455043727;0.152568842
A6509; 65; 8; 160; 0.1;2972;4218.404455043727;0.166298264
A6509; 65; 8; 180; 0.1;2744;4218.404455043727;0.207528709
A6509; 65; 8; 200; 0.1;2760;4218.404455043727;0.214794146
A6509; 65; 9; 20; 0.1;3264;4218.404455043727;0.019382741
A6509; 65; 9; 40; 0.1;2858;4218.404455043727;0.039320147
A6509; 65; 9; 60; 0.1;2953;4218.404455043727;0.058553555
A6509; 65; 9; 80; 0.1;2799;4218.404455043727;0.081335075
A6509; 65; 9; 100; 0.1;2878;4218.404455043727;0.106555378
A6509; 65; 9; 120; 0.1;2858;4218.404455043727;0.128027326
A6509; 65; 9; 140; 0.1;2893;4218.404455043727;0.169576801
A6509; 65; 9; 160; 0.1;2814;4218.404455043727;0.18466234
A6509; 65; 9; 180; 0.1;2916;4218.404455043727;0.223865639
A6509; 65; 9; 200; 0.1;2827;4218.404455043727;0.23396113

