Data; nombre client; nb generation; taille population; taux mutation; fin cout; temps
A3305; 33; 1000; 180; 0.2; 1891.5094386390365; 0.075979452
A3305; 33; 1000; 180; 0.25; 1533.6278006826067; 0.068502622
A3305; 33; 1000; 200; 0.05; 1533.6278006826067; 0.068343592
A3305; 33; 1000; 200; 0.1; 1802.382058462418; 0.072152552
A3305; 33; 1000; 200; 0.15; 1802.382058462418; 0.073091216
A3305; 33; 1000; 200; 0.2; 1508.1338373714868; 0.069292438
A3305; 33; 1000; 200; 0.25; 1317.6699517651577; 0.069090742
A3305; 33; 1000; 220; 0.05; 1446.025239868941; 0.071098979
A3305; 33; 1000; 220; 0.1; 1446.025239868941; 0.071686614
A3305; 33; 1000; 220; 0.15; 1967.8323415802133; 0.07130019
A3305; 33; 1000; 220; 0.2; 1867.6620843201094; 0.07341364
A3305; 33; 1000; 220; 0.25; 1867.6620843201094; 0.072685399
A3305; 33; 1000; 240; 0.05; 1476.411478727903; 0.068395955
A3305; 33; 1000; 240; 0.1; 1476.411478727903; 0.069035953
A3305; 33; 1000; 240; 0.15; 1526.4563757495146; 0.071328797
A3305; 33; 1000; 240; 0.2; 1424.2109884704817; 0.072418248
A3305; 33; 1000; 240; 0.25; 1424.2109884704817; 0.071695341
A3305; 33; 1000; 260; 0.05; 1424.2109884704817; 0.071933401
A3305; 33; 1000; 260; 0.1; 1530.3121723172553; 0.070882252
A3305; 33; 1000; 260; 0.15; 1688.374458899474; 0.070887586
A3305; 33; 1000; 260; 0.2; 1227.3274211027206; 0.069833527
A3305; 33; 1000; 260; 0.25; 1227.3274211027206; 0.069354983
A3305; 33; 1000; 280; 0.05; 1227.3274211027206; 0.07008274
A3305; 33; 1000; 280; 0.1; 1557.1865648768253; 0.070780919
A3305; 33; 1000; 280; 0.15; 1557.1865648768253; 0.070710616
A3305; 33; 1000; 280; 0.2; 1557.1865648768253; 0.070486132
A3305; 33; 1000; 280; 0.25; 1472.78210853612; 0.069369044
A3305; 33; 1000; 300; 0.05; 1871.8447204516558; 0.071553766
A3305; 33; 1000; 300; 0.1; 1513.22196148435; 0.069375832
A3305; 33; 1000; 300; 0.15; 1513.22196148435; 0.068465773
A3305; 33; 1000; 300; 0.2; 1513.22196148435; 0.068922984
A3305; 33; 1000; 300; 0.25; 1560.6903262312433; 0.072846369
A3305; 33; 10000; 20; 0.05; 1560.6903262312433; 0.726759935
A3305; 33; 10000; 20; 0.1; 1560.6903262312433; 0.724770607
A3305; 33; 10000; 20; 0.15; 1560.6903262312433; 0.725665635
A3305; 33; 10000; 20; 0.2; 1767.240429139758; 0.717164322
A3305; 33; 10000; 20; 0.25; 1622.615738372237; 0.686248518
A3305; 33; 10000; 40; 0.05; 1622.615738372237; 0.688396876
A3305; 33; 10000; 40; 0.1; 1675.1062958985985; 0.73948039
A3305; 33; 10000; 40; 0.15; 1675.1062958985985; 0.728663931
A3305; 33; 10000; 40; 0.2; 1377.6130150249764; 0.701494542
A3305; 33; 10000; 40; 0.25; 1486.500560543835; 0.703485809
A3305; 33; 10000; 60; 0.05; 1381.261586607522; 0.699833455
A3305; 33; 10000; 60; 0.1; 1438.8153022848494; 0.686505487
A3305; 33; 10000; 60; 0.15; 1438.8153022848494; 0.690559296
A3305; 33; 10000; 60; 0.2; 1893.7956140900396; 0.714639722
A3305; 33; 10000; 60; 0.25; 1850.90834787374; 0.719168196
A3305; 33; 10000; 80; 0.05; 1585.9588578427656; 0.75719671
A3305; 33; 10000; 80; 0.1; 1585.9588578427656; 0.759672825
A3305; 33; 10000; 80; 0.15; 1585.9588578427656; 0.765468205
A3305; 33; 10000; 80; 0.2; 1585.9588578427656; 0.754064596
A3305; 33; 10000; 80; 0.25; 1458.590033104337; 0.691419415
A3305; 33; 10000; 100; 0.05; 1497.807493821874; 0.711338397
A3305; 33; 10000; 100; 0.1; 1497.807493821874; 0.713605543
A3305; 33; 10000; 100; 0.15; 1497.807493821874; 0.706463742
A3305; 33; 10000; 100; 0.2; 1345.2893026172733; 0.730930592
A3305; 33; 10000; 100; 0.25; 1793.9512018912615; 0.718666379
A3305; 33; 10000; 120; 0.05; 1793.9512018912615; 0.715045539
A3305; 33; 10000; 120; 0.1; 1349.9587535255948; 0.702376964
A3305; 33; 10000; 120; 0.15; 1379.034760612989; 0.695170678
A3305; 33; 10000; 120; 0.2; 1379.034760612989; 0.694464741
A3305; 33; 10000; 120; 0.25; 1439.530425791114; 0.714534025
A3305; 33; 10000; 140; 0.05; 1381.7476376626378; 0.696924856
A3305; 33; 10000; 140; 0.1; 1381.7476376626378; 0.697094067
A3305; 33; 10000; 140; 0.15; 1381.7476376626378; 0.694891406
A3305; 33; 10000; 140; 0.2; 1302.9918666250762; 0.711518275
A3305; 33; 10000; 140; 0.25; 1404.3833837632042; 0.704682413
A3305; 33; 10000; 160; 0.05; 1562.6865364217522; 0.735519186
A3305; 33; 10000; 160; 0.1; 1412.4201670688935; 0.733455192
A3305; 33; 10000; 160; 0.15; 1412.4201670688935; 0.728591203
A3305; 33; 10000; 160; 0.2; 1495.6989155177432; 0.734561128
A3305; 33; 10000; 160; 0.25; 1495.6989155177432; 0.730884046
A3305; 33; 10000; 180; 0.05; 1696.6533010254766; 0.714257177
A3305; 33; 10000; 180; 0.1; 1296.599101256638; 0.695417466
A3305; 33; 10000; 180; 0.15; 1485.690589324342; 0.690937477
A3305; 33; 10000; 180; 0.2; 1476.7397260952125; 0.694410438
A3305; 33; 10000; 180; 0.25; 1393.7109088700174; 0.700566059
A3305; 33; 10000; 200; 0.05; 1393.7109088700174; 0.711630275
A3305; 33; 10000; 200; 0.1; 1814.9416004747252; 0.74270414
A3305; 33; 10000; 200; 0.15; 1325.0349356104675; 0.702003146
A3305; 33; 10000; 200; 0.2; 1548.7237567004547; 0.675932907
A3305; 33; 10000; 200; 0.25; 1548.7237567004547; 0.68568755
A3305; 33; 10000; 220; 0.05; 1424.2880739229481; 0.724092305
A3305; 33; 10000; 220; 0.1; 1424.2880739229481; 0.723414974
A3305; 33; 10000; 220; 0.15; 1424.2880739229481; 0.724362365
A3305; 33; 10000; 220; 0.2; 1599.8273354243868; 0.765017297
A3305; 33; 10000; 220; 0.25; 1870.0161153200047; 0.715046024
A3305; 33; 10000; 240; 0.05; 1292.0151208474053; 0.708386646
A3305; 33; 10000; 240; 0.1; 1880.738600680851; 0.717240928
A3305; 33; 10000; 240; 0.15; 1534.5529357014711; 0.684444401
A3305; 33; 10000; 240; 0.2; 1659.8685800524818; 0.681691439
A3305; 33; 10000; 240; 0.25; 1729.6071145918427; 0.72993617
A3305; 33; 10000; 260; 0.05; 2026.915772906033; 0.716541293
A3305; 33; 10000; 260; 0.1; 1694.1508080221658; 0.763906027
A3305; 33; 10000; 260; 0.15; 1694.1508080221658; 0.767693654
A3305; 33; 10000; 260; 0.2; 1403.8311058243585; 0.711309791
A3305; 33; 10000; 260; 0.25; 1403.8311058243585; 0.71245403
A3305; 33; 10000; 280; 0.05; 1436.7080184794283; 0.725565272
A3305; 33; 10000; 280; 0.1; 1433.8674977418152; 0.719213287
A3305; 33; 10000; 280; 0.15; 1345.28125333602; 0.694889952
A3305; 33; 10000; 280; 0.2; 1540.8399539713025; 0.706586893
A3305; 33; 10000; 280; 0.25; 1500.4154942553362; 0.722053523
A3305; 33; 10000; 300; 0.05; 1851.81073057448; 0.721158495
A3305; 33; 10000; 300; 0.1; 1851.81073057448; 0.71753717
A3305; 33; 10000; 300; 0.15; 1567.6755937810613; 0.734726461
A3305; 33; 10000; 300; 0.2; 1615.6041201401224; 0.680403199
A3305; 33; 10000; 300; 0.25; 1720.8993474905967; 0.67393679
A3305; 33; 100000; 20; 0.05; 1720.8993474905967; 6.758715251
A3305; 33; 100000; 20; 0.1; 1720.8993474905967; 6.757471618
A3305; 33; 100000; 20; 0.15; 1535.2666086589086; 6.900326545
A3305; 33; 100000; 20; 0.2; 1662.9625137354528; 6.880432775
A3305; 33; 100000; 20; 0.25; 1424.1231607522398; 7.155118655
A3305; 33; 100000; 40; 0.05; 1643.187335415396; 6.795546677
A3305; 33; 100000; 40; 0.1; 1511.0584697957586; 6.774713273
A3305; 33; 100000; 40; 0.15; 1511.0584697957586; 6.748679397
A3305; 33; 100000; 40; 0.2; 1420.3006987849335; 6.896080737
A3305; 33; 100000; 40; 0.25; 1316.1625750309965; 7.11046955
A3305; 33; 100000; 60; 0.05; 1341.7383766369305; 7.401429329
A3305; 33; 100000; 60; 0.1; 1341.7383766369305; 7.386698214
A3305; 33; 100000; 60; 0.15; 1341.7383766369305; 7.377734842
A3305; 33; 100000; 60; 0.2; 1341.7383766369305; 7.37454988
A3305; 33; 100000; 60; 0.25; 1475.204024820243; 7.216754384
A3305; 33; 100000; 80; 0.05; 1475.204024820243; 7.210962397
A3305; 33; 100000; 80; 0.1; 1474.631176349897; 7.217723593
A3305; 33; 100000; 80; 0.15; 1390.8768453342636; 7.108243616
A3305; 33; 100000; 80; 0.2; 1390.8768453342636; 7.108559737
A3305; 33; 100000; 80; 0.25; 1366.2932584652133; 6.947537097
A3305; 33; 100000; 100; 0.05; 1366.2932584652133; 6.936917486
A3305; 33; 100000; 100; 0.1; 1366.2932584652133; 6.945382435
A3305; 33; 100000; 100; 0.15; 1366.2932584652133; 6.92733157
A3305; 33; 100000; 100; 0.2; 1494.534767625058; 7.148914548
A3305; 33; 100000; 100; 0.25; 1774.6171288811777; 7.60084121
A3305; 33; 100000; 120; 0.05; 1774.6171288811777; 7.646294191
A3305; 33; 100000; 120; 0.1; 1628.2215844344191; 7.345429951
A3305; 33; 100000; 120; 0.15; 1628.2215844344191; 7.329204535
A3305; 33; 100000; 120; 0.2; 1628.2215844344191; 7.297652612
A3305; 33; 100000; 120; 0.25; 1623.8094851763435; 6.984002463
A3305; 33; 100000; 140; 0.05; 1359.2722423336058; 6.890869113
A3305; 33; 100000; 140; 0.1; 1812.1665397391587; 7.103058659
A3305; 33; 100000; 140; 0.15; 1839.025796167428; 7.266616081
A3305; 33; 100000; 140; 0.2; 1247.1323004137512; 6.851349693
A3305; 33; 100000; 140; 0.25; 1304.5410039197427; 6.799829333
A3305; 33; 100000; 160; 0.05; 1304.5410039197427; 6.810871247
A3305; 33; 100000; 160; 0.1; 1304.5410039197427; 6.806099864
A3305; 33; 100000; 160; 0.15; 1305.5700136942546; 6.903485325
A3305; 33; 100000; 160; 0.2; 1305.5700136942546; 6.874845879
A3305; 33; 100000; 160; 0.25; 1305.5700136942546; 6.855817562
A3305; 33; 100000; 180; 0.05; 1443.2280965197479; 6.89203711
A3305; 33; 100000; 180; 0.1; 1443.2280965197479; 6.862941424
A3305; 33; 100000; 180; 0.15; 1794.5101698444198; 7.241158203
A3305; 33; 100000; 180; 0.2; 1243.905296311544; 6.752901932
A3305; 33; 100000; 180; 0.25; 1243.905296311544; 6.746504857
A3305; 33; 100000; 200; 0.05; 1322.6901708843818; 6.961798881
A3305; 33; 100000; 200; 0.1; 1558.7251616770377; 6.748868972
A3305; 33; 100000; 200; 0.15; 1558.7251616770377; 6.741460506
A3305; 33; 100000; 200; 0.2; 1328.1320945941404; 6.878803688
A3305; 33; 100000; 200; 0.25; 1877.849209943181; 6.943387774
A3305; 33; 100000; 220; 0.05; 1230.6775812967808; 6.726801632
A3305; 33; 100000; 220; 0.1; 1230.6775812967808; 6.721135707
A3305; 33; 100000; 220; 0.15; 1358.766571391434; 6.777594721
A3305; 33; 100000; 220; 0.2; 1471.6637473822466; 7.001486057
A3305; 33; 100000; 220; 0.25; 1471.6637473822466; 7.019844315
A3305; 33; 100000; 240; 0.05; 1209.462790824187; 6.918689167
A3305; 33; 100000; 240; 0.1; 1263.496175934259; 7.014229299
A3305; 33; 100000; 240; 0.15; 1263.496175934259; 7.009785673
A3305; 33; 100000; 240; 0.2; 1426.9308321601973; 6.841916989
A3305; 33; 100000; 240; 0.25; 1426.9308321601973; 6.813976693
A3305; 33; 100000; 260; 0.05; 1426.9308321601973; 6.812773787
A3305; 33; 100000; 260; 0.1; 1756.6492497891336; 7.044019288
A3305; 33; 100000; 260; 0.15; 1756.6492497891336; 7.038398452
A3305; 33; 100000; 260; 0.2; 1565.3982657932581; 6.995388132
A3305; 33; 100000; 260; 0.25; 1803.8643353062898; 6.88379907
A3305; 33; 100000; 280; 0.05; 1803.8643353062898; 6.866353293
A3305; 33; 100000; 280; 0.1; 1487.9414391646521; 6.531074592
A3305; 33; 100000; 280; 0.15; 1397.1317156910363; 6.544656134
A3305; 33; 100000; 280; 0.2; 1397.1317156910363; 6.549542426
A3305; 33; 100000; 280; 0.25; 1591.8663236547663; 6.789947661
A3305; 33; 100000; 300; 0.05; 1770.4768223519088; 6.67304758
A3305; 33; 100000; 300; 0.1; 1770.4768223519088; 6.678330477
A3305; 33; 100000; 300; 0.15; 1722.1800574699512; 6.965066752
A3305; 33; 100000; 300; 0.2; 1730.7227928246145; 6.976721026
A3305; 33; 100000; 300; 0.25; 2018.8647185174796; 6.772963459

